Month,Date,Headline_Original,Sentiment,Headline_Clean
April,"Updated: Apr 04, 2020 18:15 IST","Kanika Kapoor's family says she complained after doctors asked her to change into medical gown behind curtain, dismisses starry tantrums claim",0,kanika kapoor family say complain doctor ask change medical gown behind curtain dismiss starry tantrums claim
April,"Updated: Apr 03, 2020 07:26 IST","Gurbani singer dead, event he attended under scanner",0,gurbani singer dead event attend scanner
April,"Updated: Apr 03, 2020 07:21 IST","In Dharavi, cramped quarters and squalor make Covid-19 fight difficult",0,dharavi cramp quarter squalor make fight difficult
April,"Updated: Apr 02, 2020 23:03 IST",2 arrested for spreading communal disharmony via WhatsApp video,0,arrest spread communal disharmony via whatsapp video
April,"Updated: Apr 02, 2020 22:34 IST","Covid-19: Cops crack down on fake news, teams set up for monitoring",0,cops crack fake news team set monitor
April,"Updated: Apr 02, 2020 22:23 IST",UP coronavirus victim's lonely last rites as most kin in hospital,0,coronavirus victim lonely last rites kin hospital
April,"Updated: Apr 02, 2020 20:13 IST",Tragic spectacle of migrants walking home will remain a blot on Modi govt: CWC,0,tragic spectacle migrants walk home remain blot modi govt cwc
April,"Updated: Apr 02, 2020 18:55 IST","‘We are the worst affected, but we hope to recover the fastest,' says Sanjeev Balyan",0,worst affect hope recover fastest say sanjeev balyan
April,"Updated: Apr 02, 2020 17:54 IST",Covid-19: Delhi govt to transfer Rs 5000 to poor to tide over lockdown,0,delhi govt transfer rs poor tide lockdown
April,"Updated: Apr 02, 2020 13:36 IST","JKBOSE postpones board exams for classes 10, 11, and 12 due to COVID-19 outbreak",0,jkbose postpone board exams class due outbreak
April,"Updated: Apr 02, 2020 10:41 IST","Mandana Karimi worried for family in Iran amid coronavirus crisis: ‘Tests are not available, there is no getting healed there'",0,mandana karimi worry family iran amid coronavirus crisis tests not available no get heal
April,"Updated: Apr 02, 2020 08:13 IST","Grammy-winning singer Adam Schlesinger dies of coronavirus, Tom Hanks mourns death: ‘Terribly sad today'",0,singer adam schlesinger die coronavirus tom hanks mourn death terribly sad today
April,"Updated: Apr 02, 2020 01:01 IST","Virus scare takes a toll on poultry sector in Chandigarh; egg, chicken prices down by 30%",0,virus scare take toll poultry sector chandigarh egg chicken price
April,"Updated: Apr 01, 2020 22:26 IST",Heavy police presence on ground forces criminals to retreat in city,0,heavy police presence grind force criminals retreat city
April,"Updated: Apr 01, 2020 19:30 IST",No pending board exams to be conducted in foreign countries due to COVID-19 situation: CBSE,0,no pending board exams conduct foreign countries due situation cbse
April,"Updated: Apr 01, 2020 18:51 IST","4 men trek through Pir Panjal range to reach home during lockdown, 3 die of cold",0,men trek pir panjal range reach home lockdown die cold
April,"Updated: Apr 01, 2020 18:46 IST",IIT Bombay launches fact-checking platform that helps verify fake COVID-19 news,0,iit bombay launch platform help verify fake news
April,"Updated: Apr 01, 2020 18:42 IST","‘No oxygen, endless minutes of fear': Pepe Reina on COVID-19 battle",0,no oxygen endless minutes fear pepe reina battle
April,"Updated: Apr 01, 2020 18:03 IST","Google Stadia gets Serious Sam, Spitlings and Stacks on Stacks (On Stacks) games in April",0,google stadia get serious sam spitlings stacks stacks stacks game april
April,"Updated: Apr 01, 2020 16:43 IST",Court grants bail to 62-year-old who abused a minor citing Covid-19 pandemic,0,court grant bail abuse minor cite pandemic
April,"Updated: Apr 01, 2020 15:14 IST",‘Coronavirus will leave more people bankrupt than dead' - Shoaib Akhtar,0,coronavirus leave people bankrupt dead shoaib akhtar
April,"Updated: Apr 01, 2020 09:57 IST",Rishi Kapoor on worsening coronavirus crisis: ‘That is why I said we need the military out. Emergency',0,rishi kapoor worsen coronavirus crisis say need military emergency
April,"Updated: Apr 01, 2020 06:48 IST","Coronavirus the worst global crisis since World War II, says UN chief",0,coronavirus worst global crisis since world war ii say un chief
April,"Updated: Apr 01, 2020 08:44 IST","‘There's no magic bullet': Covid-19 will kill 100,000 to 240,000 Americans, say White House experts",0,no magic bullet kill americans say white house experts
April,"Updated: Apr 01, 2020 06:26 IST","Stocks up, but see worst fall in 11 yrs",0,stocks see worst fall yrs
April,"Updated: Apr 01, 2020 06:59 IST","Coronavirus update: Donald Trump warns US headed for ‘very, very painful two weeks'",0,coronavirus update donald trump warn us head painful two weeks
March,"Updated: Mar 31, 2020 23:17 IST",Two Hindi daily scribes booked for spreading fake news,0,two hindi daily scribe book spread fake news
March,"Updated: Mar 31, 2020 22:55 IST",Govt bans issuing tourist visa to foreign Tablighi activists,0,govt ban issue tourist visa foreign tablighi activists
March,"Updated: Mar 31, 2020 22:15 IST","Covid-19 shutdown: 523 FIRs, 856 arrests since Mar 20",0,shutdown firs arrest since mar
March,"Updated: Mar 31, 2020 20:23 IST","Fake WhatsApp messages spurred migrants' exodus from Delhi to UP, say officials",0,fake whatsapp message spur migrants exodus delhi say officials
March,"Updated: Mar 31, 2020 19:09 IST",Little girl has the sweetest reaction when her dad tries to leave for office. Watch,0,little girl sweetest reaction dad try leave office watch
March,"Updated: Mar 31, 2020 18:31 IST","‘Tough times do not last, tough people do': SpiceJet to staff after salary cut",0,tough time not last tough people spicejet staff salary cut
March,"Updated: Mar 31, 2020 14:16 IST","From rasgulla to samosa, check out these weird requests to UP police helpline",0,rasgulla samosa check weird request police helpline
March,"Updated: Mar 31, 2020 14:03 IST","Shahar qazi in UP's Mawana hid 10 foreign preachers amid Covid-19 fears, booked",0,shahar qazi mawana hide foreign preachers amid fear book
March,"Updated: Mar 31, 2020 12:05 IST","Coronavirus: ‘Feeling lonely or sad is quite common,' says government; shares ways to beat social isolation",0,coronavirus feeling lonely sad quite common say government share ways beat social isolation
March,"Updated: Mar 31, 2020 10:55 IST","Fake news pandemic surges on Facebook, Twitter",0,fake news pandemic surge facebook twitter
March,"Updated: Mar 31, 2020 14:56 IST",Desperate BCCI to India's stars Olympic hopes: Covid-19 news from the sporting arena,0,desperate bcci india star olympic hop news sport arena
March,"Updated: Mar 31, 2020 08:38 IST",Karnataka CET for various courses postponed due to lockdown,0,karnataka cet various course postpone due lockdown
March,"Updated: Mar 31, 2020 07:58 IST",Covid-19 update: Interpol sounds alert for fake medical products,0,update interpol sound alert fake medical products
March,"Updated: Mar 31, 2020 14:25 IST",Death in times of coronavirus: Ashes of dead piling up at cremation grounds in Chandigarh,0,death time coronavirus ashes dead pile cremation ground chandigarh
March,"Updated: Mar 31, 2020 06:42 IST","Covid-19 crisis: At 32 per million, India lagging far behind on testing",0,crisis per million india lag far behind test
March,"Updated: Mar 31, 2020 07:03 IST","Covid-19 crisis: At 32 per million, India lags far behind on testing",0,crisis per million india lag far behind test
March,"Updated: Mar 30, 2020 23:47 IST","Noida DM shunted out as CM Yogi unhappy over handling of Covid-19 cases, probe ordered",0,noida dm shunt cm yogi unhappy handle case probe order
March,"Updated: Mar 30, 2020 23:39 IST","Lucknow: Under lock-down, foreign students worry about their families",0,lucknow foreign students worry families
March,"Updated: Mar 30, 2020 22:16 IST",How UK is battling fake Covid-19 cure claims amid this pandemic,0,uk battle fake cure claim amid pandemic
March,"Updated: Mar 30, 2020 21:57 IST",J&K admn revokes PSA detention of 31 prisoners lodged in Srinagar jail,0,j k admn revoke psa detention prisoners lodge srinagar jail
March,"Updated: Mar 30, 2020 20:50 IST",‘This lapse could impose a heavy cost': Lt Guv Baijal's missive to Arvind Kejriwal,0,lapse could impose heavy cost lt guv baijal missive arvind kejriwal
March,"Updated: Mar 30, 2020 19:33 IST","Varanasi: 9 arrested for overcharging in DM, SSP's reality check",0,varanasi arrest overcharge dm ssp reality check
March,"Updated: Mar 30, 2020 15:15 IST",‘Absolutely fake': Indian Army crushes rumours of emergency declaration amid Covid-19 crisis,0,absolutely fake indian army crush rumour emergency declaration amid crisis
March,"Updated: Mar 30, 2020 14:14 IST",Facing The virus of hate,0,facing virus hate
March,"Updated: Mar 30, 2020 11:10 IST","Message brings hundreds of migrants on road in Kerala, police say it is fake",0,message bring hundreds migrants road kerala police say fake
March,"Updated: Mar 30, 2020 05:13 IST","Living in isolation is hard... but it is not without benefits, writes Abhilash Tomy",0,living isolation hard not without benefit write abhilash tomy
March,"Updated: Mar 30, 2020 01:49 IST",Coronavirus update: State-run firms look to stop panic buying of LPG cylinders,0,coronavirus update firm look stop panic buy lpg cylinders
March,"Updated: Mar 30, 2020 07:20 IST","Coronavirus update- Lessons from the Black Death: Quarantines work, but come at a cost",0,coronavirus lessons black death quarantines work come cost
March,"Updated: Mar 29, 2020 23:01 IST","1 booked, 1 held for spreading fake messages regarding Covid-19 cases",0,book hold spread fake message regard case
March,"Updated: Mar 30, 2020 16:41 IST","2 FIRs in Pune, 36 in state for spreading fake news via social media",0,firs pune state spread fake news via social media
March,"Updated: Mar 29, 2020 19:05 IST",FIR against Gaya guest houses hiding information on foreign tourists,0,fir gaya guest house hide information foreign tourists
March,"Updated: Mar 29, 2020 16:43 IST","Covid-19: April, May to be the worst months for the Indian smartphone market",0,april may worst months indian smartphone market
March,"Updated: Mar 29, 2020 09:29 IST","Divyanka Tripathi insists pilot brother not Covid-19 positive: ‘He shows no symptoms, his last international flight was 13 days ago'",0,divyanka tripathi insist pilot brother not positive show no symptoms last international flight days ago
March,"Updated: Mar 29, 2020 00:21 IST","Coronavirus update| The long walk home: Lockdown, fear of Covid-19 spark exodus from Delhi",0,coronavirus long walk home lockdown fear spark exodus delhi
March,"Updated: Mar 28, 2020 20:07 IST",Fact Check: Fake WhatsApp forward claims Israel has no death from COVID-19 due to lemon-bicarbonate drink,0,fact check fake whatsapp forward claim israel no death due drink
March,"Updated: Mar 28, 2020 19:52 IST",Sonam Kapoor on why she returned to India from UK amid Covid-19 outbreak: ‘He'd hate to say this but my father is 63',0,sonam kapoor return india uk amid outbreak hate say father
March,"Updated: Mar 28, 2020 22:24 IST","Torn between penury and pandemic, trouble mounts for migrant workers from Bihar",0,torn penury pandemic trouble mount migrant workers bihar
March,"Updated: Mar 28, 2020 17:58 IST","Delhi govt begins drive to feed 4 lakh poor, homeless at schools, shelters: Kejriwal",0,delhi govt begin drive fee lakh poor homeless school shelter kejriwal
March,"Updated: Mar 28, 2020 17:58 IST",Ayushmann Khurrana: ‘Disturbing to see videos and reports about people still not complying with lockdown',0,ayushmann khurrana disturbing see videos report people still not comply lockdown
March,"Updated: Mar 28, 2020 17:01 IST","TV actor Mahika Sharma is stuck in UK amid Covid 19 outbreak: ‘Weird to return back, people will feel I am carrying the infection'",0,tv actor mahika sharma stick uk amid covid outbreak weird return back people feel carry infection
March,"Updated: Mar 28, 2020 15:46 IST","Covid-19 lockdown chokes farm-to-fork supply, could hit India hard",0,lockdown choke supply could hit india hard
March,"Updated: Mar 28, 2020 14:57 IST","Kurukshetra University postpones all exams due in April, May amid coronavirus outbreak",0,kurukshetra university postpone exams due april may amid coronavirus outbreak
March,"Updated: Mar 28, 2020 16:40 IST",English football chiefs set for ‘difficult' coronavirus decisions,0,english football chiefs set difficult coronavirus decisions
